service_request_id,requested_datetime,updated_datetime,e,n,service_code,status,detail,year_requested,month_requested,processing_time_days
33980,2021-11-19 16:30:31,2021-11-22 11:57:03,2685467,1246438,Beleuchtung/Uhren,fixed - council,Die Strassenlaterne Nummer 12 brennt seit Monaten nicht mehr und es ist mühsam dunkel auf dem Heimweg.,2021,11,2.810092592592593
33982,2021-11-19 17:25:44,2021-11-22 12:10:30,2679584,1250387,Abfall/Sammelstelle,fixed - council,Müll im Fluss,2021,11,2.781087962962963
33984,2021-11-19 18:29:49,2021-11-22 12:35:02,2681324,1248150,Abfall/Sammelstelle,fixed - council,Möbel,2021,11,2.753622685185185
33985,2021-11-19 18:31:17,2021-11-22 12:37:58,2681231,1248066,Abfall/Sammelstelle,fixed - council,Abfallentsorgung,2021,11,2.7546412037037036
33986,2021-11-19 19:01:07,2021-11-22 12:40:17,2683351,1253233,Abfall/Sammelstelle,fixed - council,Verrostetes Kindervelo im Bach. Zudem Tannenäste hinter der Brückenmauer...allgemein nicht gepflegt und viel Abfall,2021,11,2.7355324074074074
33987,2021-11-19 21:13:28,2021-11-22 12:44:46,2681838,1247843,Abfall/Sammelstelle,fixed - council,Sack mit Abfall,2021,11,2.646736111111111
33988,2021-11-19 21:14:08,2021-11-22 12:48:37,2681839,1247830,Abfall/Sammelstelle,fixed - council,Sack mit Abfall,2021,11,2.648946759259259
33989,2021-11-19 21:14:47,2021-11-22 12:55:53,2681813,1247981,Abfall/Sammelstelle,fixed - council,Sessel,2021,11,2.6535416666666665
33990,2021-11-19 21:15:33,2021-11-22 13:00:18,2681635,1247987,Abfall/Sammelstelle,fixed - council,Elektrogeräte,2021,11,2.6560763888888888
33991,2021-11-19 21:37:41,2021-11-22 11:02:06,2683339,1251050,Brunnen/Hydranten,fixed - council,The water fountain spraying over and flooding the area,2021,11,2.558622685185185
33992,2021-11-20 09:36:38,2021-11-22 10:12:02,2682063,1248161,Allgemein,external,Motorrad parkiert hier und verliert ständig Öl,2021,11,2.024583333333333
33993,2021-11-20 10:22:31,2021-11-22 13:49:38,2680594,1246121,Grünflächen/Spielplätze,fixed - council,Die Sitzbank hat einige Schäden,2021,11,2.1438310185185183
33994,2021-11-20 11:18:55,2021-12-07 07:55:53,2677606,1248886,Grünflächen/Spielplätze,fixed - council,Heute um ca 10.30 beim joggen diesen Müll sowie die Zerstörung des Bankes gesichtet. GesternnVormittag war alles noch ganz.,2021,11,16.85900462962963
33995,2021-11-20 13:24:37,2021-11-22 10:10:21,2681572,1246350,VBZ/ÖV,fixed - council,"Dieser neue Briefkasten bei Bushaltestelle Bhf. Binz ist eine grosse Behinderung beim ein- und aussteigen des Busses. Schade, es hätte genügend Platz für eine optimalere Postition",2021,11,1.8650925925925925
33996,2021-11-20 15:30:00,2021-11-22 12:06:22,2682343,1245444,Abfall/Sammelstelle,fixed - council,Vor der Kurfirstenstrasse 35 wurde ein Elektrogerät entsorgt bzw abgestellt.,2021,11,1.858587962962963
33997,2021-11-20 15:46:29,2021-11-22 12:04:20,2683006,1249297,Abfall/Sammelstelle,fixed - council,Sperrgut deponiert,2021,11,1.8457291666666666
33998,2021-11-20 16:10:51,2021-11-22 07:52:02,2683153,1249971,Graffiti,external,Scheibe an Telefonkabine eingeschlagen.,2021,11,1.653599537037037
33999,2021-11-20 17:06:09,2021-11-22 13:06:02,2685169,1251992,Abfall/Sammelstelle,fixed - council,Lithium Akku im Gewässer,2021,11,1.8332523148148148
34001,2021-11-20 19:17:53,2021-11-22 11:55:35,2685202,1246303,Beleuchtung/Uhren,fixed - council,Peitschenleuchte 131 dunkel Hofackerstrasse 62 Der Berg Fußgängerstreifen,2021,11,1.6928472222222222
34002,2021-11-20 20:25:26,2021-11-22 12:02:17,2681717,1247079,Abfall/Sammelstelle,fixed - council,Bitte Abfallberg vor Zurlindenstrasse 59 entfernen.,2021,11,1.6505902777777777
34003,2021-11-20 20:28:32,2021-11-22 11:57:39,2681735,1247063,Abfall/Sammelstelle,fixed - council,Abfall auf Trottoir vor Zurlindenstrasse 55-59 liegt herum.,2021,11,1.6452199074074074
34004,2021-11-20 20:50:31,2021-11-22 11:54:01,2681719,1247071,Abfall/Sammelstelle,fixed - council,"Die Zurlindenstrasse 53-59 werden regelmässig zugemüllt mit verpackung, leere bierdosen, essensreste des Wiedikon Point restaurant. Die abfälle liegen bereits ca. 1 woche auf der Strasse ohne je aufgeräumt zu werden. Die Strasse entwickelt sich zunehmends zu einem Ärgernis für Anwohner und Ladenbesitzer.",2021,11,1.6274305555555555
34005,2021-11-20 21:15:25,2021-11-22 11:51:21,2682037,1247547,Abfall/Sammelstelle,fixed - council,Staubsauger,2021,11,1.608287037037037
34006,2021-11-21 12:33:59,2021-11-22 11:49:00,2681094,1247469,Abfall/Sammelstelle,fixed - council,Abfall am Boden,2021,11,0.968761574074074
34007,2021-11-21 13:39:45,2021-11-22 09:27:02,2682832,1244629,Strasse/Trottoir/Platz,external,Das Panzerglas bei der Werft ist defekt. Für Kinder ist das eine grosse Gefahrenquelle,2021,11,0.8245023148148148
34008,2021-11-21 14:26:00,2021-12-10 11:00:27,2678553,1247780,Grünflächen/Spielplätze,fixed - council,Verletzungsgefahr an defektem Geländer,2021,11,18.857256944444444
34009,2021-11-21 15:27:27,2021-11-22 11:46:46,2682998,1252714,Abfall/Sammelstelle,fixed - council,Scherben an der Bushaltestelle inkl Strasse,2021,11,0.8467476851851852
34010,2021-11-21 16:26:30,2021-11-23 07:30:31,2678085,1247264,Grünflächen/Spielplätze,fixed - council,Die Wildwarnanlage löst bei Fussgängern aus die normal auf dem Fussweg gehen an der markierten Stelle. Das ist schade weil es die Glaubwürdigkeit der Signalisation infrage stellt und sich die Autos tendenziell nicht mehr dran halten. Könnte man das nicht besser kalibrieren?,2021,11,1.6277893518518518
34011,2021-11-21 16:44:32,2021-11-22 11:47:02,2685107,1251318,Strasse/Trottoir/Platz,external,Aufzug Autobahnüberführung saatlenstrasse defekt bzw außer Betrieb.,2021,11,0.7934027777777778
34012,2021-11-21 18:00:17,2021-11-22 11:38:03,2681820,1247338,Abfall/Sammelstelle,fixed - council,Illegale Entsorgung,2021,11,0.7345601851851852
34013,2021-11-21 18:29:11,2021-11-22 11:37:22,2681957,1246508,Abfall/Sammelstelle,fixed - council,"Heute Morgen (Sonntag) im ca. 10h, lag so ein Elektro-Trottinett nahe bei den Zugschienen. Wer macht sowas!?! Ärgerlich! Danke fürs Beseitigen. ✌🏼",2021,11,0.7140162037037037
34015,2021-11-21 19:02:27,2021-11-22 12:36:01,2684782,1248441,Beleuchtung/Uhren,fixed - council,Strassenlaterne defekt,2021,11,0.7316435185185185
34016,2021-11-21 19:15:58,2021-11-22 11:55:13,2681274,1247021,Beleuchtung/Uhren,fixed - council,Die Lampe funktioniert seit über 1 Monat nicht mehr...,2021,11,0.6939236111111111
34017,2021-11-21 19:33:42,2021-11-22 11:33:28,2681818,1247840,Abfall/Sammelstelle,fixed - council,Bettgestell im Karton,2021,11,0.6665046296296296
34018,2021-11-21 19:34:24,2021-11-22 11:31:14,2681871,1247069,Abfall/Sammelstelle,fixed - council,Drucker,2021,11,0.6644675925925926
34019,2021-11-22 07:56:48,2021-11-22 15:12:25,2678768,1248984,Strasse/Trottoir/Platz,fixed - council,"Strassenschild „Feldblumenstrasse“ wurde durch Unbekannt zu der Sackgasse hin umgedreht. Bitte wenden, sichtbar zur Feldblumenstrasse hin, danke.",2021,11,0.3025115740740741
34037,2021-11-22 21:52:34,2021-11-24 10:45:42,2681828,1246557,Strasse/Trottoir/Platz,fixed - council,"Diese beiden Veloständer stehen auf dem Trottoir und behindern den Durchgang. Speziel wenn ein Auto auf dem Behindertenparkplatz steht, muss z.B. mit dem Kinderwagen auf die Strasse ausgewichen werden.",2021,11,1.536898148148148
34052,2021-11-23 18:25:23,2021-11-26 11:10:53,2682845,1247120,Strasse/Trottoir/Platz,fixed - council,Bärengasse 32 Steine verschoben und hat ein Loch,2021,11,2.698263888888889
34020,2021-11-22 09:44:05,2021-11-29 11:56:28,2682744,1244363,Signalisation/Lichtsignal,fixed - council,"An der Kreuzung Albisstrasse/Seestrasse (Post Wollishofen) entstehen regelmässig gefährliche Situationen auf Grund fehlender Signalisation. Für Autofahrer von der Seestrasse kommend ist nicht klar ersichtlich, dass die Velofahrenden auf dem Veloweg Vortritt haben. Die Markierung des Velowegs befindet sich lediglich auf der Verkehrsinsel.",2021,11,7.09193287037037
34023,2021-11-22 12:14:52,2021-11-22 13:18:21,2684167,1251559,Abfall/Sammelstelle,fixed - council,Illegal entsorgtes Möbel.,2021,11,0.04408564814814815
34024,2021-11-22 12:33:13,2021-11-22 15:16:15,2682410,1243250,Strasse/Trottoir/Platz,fixed - council,Strassennamentafel schief,2021,11,0.11321759259259259
34025,2021-11-22 13:13:43,2021-11-22 13:30:58,2683186,1253822,Abfall/Sammelstelle,fixed - council,Unsere Abfall Container wurden letzte Woche nicht geleert. Wissen Sie was der Grund ist?,2021,11,0.011979166666666667
34026,2021-11-22 14:50:35,2021-11-24 10:28:13,2682964,1251581,Strasse/Trottoir/Platz,fixed - council,"Seit bald einem Jahr sind sechs neue Baumpflanzplätze nicht bepflanzt (im Gegensatz zum Rest der Regensbergstrasse, wo neue Bäume gesetzt worden sind). Diese sechs Plätze mutieren zusehends zu Abfallgruben und Abstellplätzen für Kartons und Velos.",2021,11,1.817800925925926
34027,2021-11-22 14:55:38,2021-11-23 10:48:05,2680870,1248167,Grünflächen/Spielplätze,fixed - council,Die Beleuchtung am Spielplatz gehen Abends nicht an.,2021,11,0.8280902777777778
34033,2021-11-22 19:15:18,2021-11-23 06:58:50,2681691,1247480,Abfall/Sammelstelle,fixed - council,Karton mit Abfall,2021,11,0.48856481481481484
34034,2021-11-22 19:16:35,2021-11-23 07:01:58,2681680,1247245,Abfall/Sammelstelle,fixed - council,Abfall auf Parkplatz,2021,11,0.48984953703703704
34035,2021-11-22 19:49:09,2021-11-23 07:05:44,2683277,1249311,Abfall/Sammelstelle,fixed - council,"Das defekte Velo (Mountainbike ohne Sattel, Marke: Heavy) steht jetzt an der Ecke Riedtli- Langmauerstrasse.",2021,11,0.469849537037037
34036,2021-11-22 21:35:49,2021-11-23 07:08:34,2682033,1247743,Abfall/Sammelstelle,fixed - council,Holzabfall immer noch da,2021,11,0.39774305555555556
34038,2021-11-22 21:55:05,2021-11-25 06:30:05,2681569,1246358,VBZ/ÖV,fixed - council,Die neue Bushaltestelle wurde schon verschmiert.,2021,11,2.357638888888889
34039,2021-11-22 22:21:23,2021-11-23 11:06:09,2682953,1249162,Beleuchtung/Uhren,fixed - council,Defekte Strassenlampe bereits vor ca. 10 Tagen gemeldet per Kontaktformular!,2021,11,0.531087962962963
34040,2021-11-22 22:45:32,2021-11-23 07:11:03,2680705,1250445,Abfall/Sammelstelle,fixed - council,Abgestellter Bürostuhl sowie Einkaufswagen.,2021,11,0.35105324074074074
34041,2021-11-23 06:41:50,2021-11-25 10:33:02,2684725,1246976,Strasse/Trottoir/Platz,fixed - council,"Der neue Selectaautomat ist eine Verschandelung des neu gestalteten Platzes. Er steht im Zentrum und gerade bei Dunkelheit sticht er durch seine Beleuchtung extrem heraus! Hätte man den nicht etwas am Rand platzieren können? oder zumindest etwas kaschieren? <br/>  <br/> PS: Warum muss man ein Foto hinzufügen, wenn (optional) steht?",2021,11,2.1605555555555553
34042,2021-11-23 06:54:23,2021-11-25 15:07:09,2678743,1251044,Schädlinge,fixed - council,Ich habe hier gestern 3 Ratten im Gebüsch gesehen,2021,11,2.342199074074074
34043,2021-11-23 06:57:16,2021-11-25 10:37:02,2686531,1245915,Strasse/Trottoir/Platz,external,Lose Tafel (Ankündigung Bauarbeiten Sanierung Strasse) liegt in der Böschung. Kann möglicherweise bei starkem Wind weggeweht werden.,2021,11,2.1526157407407407
34044,2021-11-23 06:57:59,2021-11-25 15:10:56,2679123,1251004,Schädlinge,fixed - council,Gruezi <br/>  <br/> Ich wollte mal melde das wir hier vor dem Haus eine Familie voller Ratten haben <br/>  <br/> Gezählt habe ich etwa 5 Stück,2021,11,2.342326388888889
34045,2021-11-23 07:12:19,2021-11-29 06:22:40,2679523,1248367,Beleuchtung/Uhren,fixed - council,Strassenbeleuchtung defekt. Der Fussgängerstreifen liegt im Dunkeln.,2021,11,5.965520833333334
34046,2021-11-23 07:51:16,2021-11-23 11:08:58,2682113,1249465,Beleuchtung/Uhren,fixed - council,Kloster Fahr Weg. Lampe 42 kaputt,2021,11,0.13729166666666667
34047,2021-11-23 08:45:48,2021-11-23 10:42:02,2683305,1252406,Strasse/Trottoir/Platz,external,Sehr geehrte Damen und Herren Von West nach Ost fahren die Velo-Fahrer/innen auf der Strasse sowohl Richtung Schaffhauserstrasse als auch umgekehrt. Die wechselseitige Parkplatzsituation verbunden mit dem fehlenden Veloweg (vor allem von Ost nach West) führt immer wieder zu gefährlichen Situationen. Dies vor allem Morgens Richtung Schaffhauserstrasse. Ist hier eine Lösung angedacht? Besten Dank und freundliche Grüsse,2021,11,0.08071759259259259
34051,2021-11-23 14:42:27,2021-11-24 08:52:05,2685113,1246172,Abfall/Sammelstelle,fixed - council,Karton unordentlich auf dem Trottoir (Heute war Papiersammlung),2021,11,0.7566898148148148
34053,2021-11-23 19:04:36,2021-11-24 08:48:08,2682479,1243434,Abfall/Sammelstelle,fixed - council,Entsorgtes Sofa am Straßenrand,2021,11,0.5718981481481481
34054,2021-11-23 21:49:29,2021-11-24 14:40:05,2681372,1247532,Beleuchtung/Uhren,fixed - council,Brennstelle dunkel.,2021,11,0.7018055555555556
34055,2021-11-24 00:57:43,2021-11-24 08:50:33,2681661,1247819,Abfall/Sammelstelle,fixed - council,"Diverser Abfall, Mobiliar, Kissen Kochplatte",2021,11,0.3283564814814815
34056,2021-11-24 00:58:20,2021-11-24 08:49:20,2681765,1247828,Abfall/Sammelstelle,fixed - council,Palette,2021,11,0.32708333333333334
34057,2021-11-24 09:15:53,2021-12-06 15:18:27,2683201,1251043,Strasse/Trottoir/Platz,fixed - council,Bitte den Verbindungsweg zur Berninastrasse Haus 89 von der Ringstrasse aus reinigen Und Unkraut auf Weg bei Liegenschaft 87 entfernen. Danke.,2021,11,12.251782407407408
34062,2021-11-24 11:04:07,2021-11-25 07:51:22,2682881,1253975,Abfall/Sammelstelle,fixed - council,"Guten Tag Letzten Donnerstag 17 Nov. 21.wurde nach meiner 4 Reklamtion der Köschenrütiweg und die Strasse gereinigt. ( zusätzlich m Mail) Dies nach vielen Telefonaten Monate zuvor auch von andern Anlieger mit den gleichen Reklamationen. Die Mitarbeiter der Reingung (Strasse und Wege) versicherten mir persönlich, dass der öffentliche Kieselplatz nicht zu ihren Aufgaben gehört, sie aber das Problem sehen und es intern weiter melden werden. Nun meine 5 Meldung.Blätter des Platanenbaumes entfernen.!!! Dieser wurde diesen Herbst noch nie gereinigt!!!! Als grüne Stadt gehören nicht nur das Planzen sondern auch deren Pflege dazu. Genügen diese Infos eigentlich nicht? Wird man bei diesem Problem nicht ernst genommen!!! Müsste da zuerst ein anderer Druck entstehen, damit etwas geschieht??? Freundliche Grüsse",2021,11,0.8661458333333333
34063,2021-11-24 11:11:56,2021-11-26 10:32:13,2681445,1242827,Strasse/Trottoir/Platz,fixed - council,An der Leimbachstrasse 93 gegenüber hat es auf dem Trottoir noch Baulatten und eine Tafel welche nach Bauende der Liegenschaft 96/98 nicht mit genommen wurden.,2021,11,1.9724189814814814
34066,2021-11-24 14:38:52,2021-11-24 15:37:38,2687953,1246633,Abfall/Sammelstelle,fixed - council,Im Wald illegal entsorgtes Gestell.,2021,11,0.040810185185185185
34067,2021-11-24 16:02:30,2021-11-25 11:53:56,2684081,1245551,Grünflächen/Spielplätze,fixed - council,Sonnenschirm abgebrannt. 😔,2021,11,0.8273842592592593
34068,2021-11-24 16:10:28,2021-11-25 11:53:19,2684081,1245551,Grünflächen/Spielplätze,fixed - council,Sonnenschirm abgebrannt. 😔,2021,11,0.8214236111111111
34069,2021-11-24 19:03:25,2021-11-25 10:40:31,2685449,1248562,Abfall/Sammelstelle,fixed - council,Kompletter Gehweg von der Tramhaltestelle bis zum Hotel komplett verlaubt und nicht gereinigt. Rutschgefahr.,2021,11,0.6507638888888889
34070,2021-11-24 19:03:34,2021-11-25 15:35:44,2681402,1242730,Beleuchtung/Uhren,fixed - council,FCZ Südkurve Kleber auf Haltestelleuhr „Marbachweg“ Besten Dank für gelegentliche Entfernung.,2021,11,0.8556712962962963
34071,2021-11-24 20:16:23,2021-12-10 10:51:56,2681859,1244132,Grünflächen/Spielplätze,fixed - council,"Abfall auf der Grünfläche, evtl. ein Velo?",2021,11,15.608020833333333
34072,2021-11-25 08:22:36,2021-11-25 10:42:29,2680262,1247946,Abfall/Sammelstelle,fixed - council,"Mir würde gesagt (Meldung #33823) es würde spätestens am 24.11. abgeholt, heute ist der 25.",2021,11,0.0971412037037037
34074,2021-11-25 09:18:37,2021-11-25 09:59:40,2680534,1248207,Graffiti,fixed - council,Ein Graffiti ist am ganzen Haus,2021,11,0.028506944444444446
34075,2021-11-25 09:19:38,2021-11-29 08:52:40,2680467,1248228,Grünflächen/Spielplätze,fixed - council,Hier wurde die hübsche Statue beschmiert leider,2021,11,3.9812731481481483
34076,2021-11-25 09:44:57,2021-11-25 10:48:26,2681836,1246409,Abfall/Sammelstelle,fixed - council,"Abfallberg nach Räumung des Objekts Manessestrasse 130. Ist seit einer Woche so und wird von Tag zu Tag schlimmer, Polizei war schon da aber nichts ändert sich. Ist leider Privatgrund (direkt neben dem Fussgängerstreifen) aber auch keine Reaktion der Verwaltung. Abfallcontainer der Stadt sind versperrt und es sieht furchtbar aus, wir Anwohner wären sehr dankbar wenn sie hier rasch etwas unternhemen könnten, wir werden schon ständig von Bekannten und Freunden bei Besuchen darauf angesprochen.",2021,11,0.04408564814814815
34077,2021-11-25 10:39:02,2021-11-26 13:04:21,2679875,1248257,Strasse/Trottoir/Platz,fixed - council,"Wegweiser (Anemonenstrasse, Zimmereigenossenschaft, Sporthalle Utogrund) umgefallen",2021,11,1.1009143518518518
34078,2021-11-25 11:40:30,2021-12-02 10:07:59,2686657,1251330,Signalisation/Lichtsignal,fixed - council,"Ich meldete Ihnen mit Meldung 33949 dass hier ein Spiegel fehlt. Sie baten mich, eine Neue Meldung zu machen, was ich hiermit mache. Die Meldung 33171 (nicht von mir) betrifft das gleiche Problem. Wenn man vom Schwammendingerplatz her kommt und in die Ueberlandstrasse in Richtung Oerlikon einbiegen will, hat man vor der Tankstelle an der Ueberlandstrasse 401 ein Problem. Denn man sieht den Verkehr von Dübendorf her kommend, schlicht und einfach nicht. Auf der ersten Spur von Dübendorf her kommend (also die linke Spur), führt in Richtung Schwammendingerplatz und da sieht man alles. Allerdings erkennt man beim einbiegen in die Ueberlandstrasse egal ob nun in Richtung Oerlikon, zur Tankstelle an der Ueberlandstrasse 401 oder in Richtung der Neuen Entsorgungsstelle (ab 01.12.2021) an der Ueberlandstrasse 407, die Fahrzeuge auf der rechten Spur von Dübendorf her kommend nicht. Dieses Problem kann man nur mit einem Spiegel lösen, welchem einem für das einen Überblick verschaffen kann. Problematisch ist aber auch, dass die Tempo 50 Tafel von Dübendorf her kommend, nur rund 50m vor dem Fussgängerstreifen befindet. Viele Fahrzeuge haben nämlich auf der Höhe des Fussgängerstreifens und auch beim Punkt der Meldung, noch immer Tempo 60 km/h auf dem Tacho. Es wäre daher schön, wenn man hier die Situation endlich verbessern würde.",2021,11,6.935752314814815
34079,2021-11-25 11:40:56,2021-11-26 15:13:53,2679272,1247776,Graffiti,fixed - council,Graffiti an der Mauer der Trattoria Emilia (Albisriederhaus).,2021,11,1.1478819444444444
